Symbol,Exchange,Company_Name,PE_Ratio,ROE,Debt_To_Equity,Revenue_Growth_YoY,Profit_Growth_YoY,Operating_Cashflow,Promoter_Holding,FII_DII_Pct,Public_Pct,Latest_Close,EMA_50,EMA_200,RSI_14,Trend
RGNT,US,RGNT,2.37,16.40%,0.38,12.80%,14.50%,"₹3,555,150",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UEC,US,UEC,10.18,16.40%,0.38,12.80%,14.50%,"₹15,270,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LAC,US,LAC,3.10,16.40%,0.38,12.80%,14.50%,"₹4,642,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IBM,US,IBM,22.50,16.40%,0.38,12.80%,14.50%,"₹320,610,008",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SOXX,US,SOXX,22.50,16.40%,0.38,12.80%,14.50%,"₹826,170,044",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CCTG,US,CCTG,0.84,16.40%,0.38,12.80%,14.50%,"₹1,258,650",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
B,US,B,22.50,16.40%,0.38,12.80%,14.50%,"₹53,939,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RUN,US,RUN,12.77,16.40%,0.38,12.80%,14.50%,"₹19,155,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OKLO,US,OKLO,22.50,16.40%,0.38,12.80%,14.50%,"₹67,837,498",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ECHO,US,ECHO,22.50,16.40%,0.38,12.80%,14.50%,"₹142,919,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FLNC,US,FLNC,15.23,16.40%,0.38,12.80%,14.50%,"₹22,837,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CVNA,US,CVNA,22.50,16.40%,0.38,12.80%,14.50%,"₹105,827,099",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GT,US,GT,6.74,16.40%,0.38,12.80%,14.50%,"₹10,102,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SES,US,SES,0.69,16.40%,0.38,12.80%,14.50%,"₹1,041,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SCHW,US,SCHW,22.50,16.40%,0.38,12.80%,14.50%,"₹154,605,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CPB,US,CPB,21.82,16.40%,0.38,12.80%,14.50%,"₹32,722,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DIS,US,DIS,22.50,16.40%,0.38,12.80%,14.50%,"₹146,055,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PR,US,PR,19.50,16.40%,0.38,12.80%,14.50%,"₹29,250,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RKTO,US,RKTO,0.89,16.40%,0.38,12.80%,14.50%,"₹1,338,600",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BTDR,US,BTDR,12.64,16.40%,0.38,12.80%,14.50%,"₹18,952,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
USHY,US,USHY,22.50,16.40%,0.38,12.80%,14.50%,"₹55,365,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RF,US,RF,22.50,16.40%,0.38,12.80%,14.50%,"₹47,272,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MULL,US,MULL,21.93,16.40%,0.38,12.80%,14.50%,"₹32,895,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VICI,US,VICI,22.50,16.40%,0.38,12.80%,14.50%,"₹39,787,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CHWY,US,CHWY,21.43,16.40%,0.38,12.80%,14.50%,"₹32,145,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BIL,US,BIL,22.50,16.40%,0.38,12.80%,14.50%,"₹1,075,574,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IVV,US,IVV,22.50,16.40%,0.38,12.80%,14.50%,"₹1,135,281,189",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RBLX,US,RBLX,22.50,16.40%,0.38,12.80%,14.50%,"₹84,480,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ACN,US,ACN,22.50,16.40%,0.38,12.80%,14.50%,"₹207,389,992",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CCC,US,CCC,6.14,16.40%,0.38,12.80%,14.50%,"₹9,207,150",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SBET,US,SBET,5.99,16.40%,0.38,12.80%,14.50%,"₹8,992,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CAN,US,CAN,0.29,16.40%,0.38,12.80%,14.50%,"₹438,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CNH,US,CNH,10.49,16.40%,0.38,12.80%,14.50%,"₹15,742,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BFLY,US,BFLY,7.53,16.40%,0.38,12.80%,14.50%,"₹11,302,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JPM,US,JPM,22.50,16.40%,0.38,12.80%,14.50%,"₹521,347,504",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IEFA,US,IEFA,22.50,16.40%,0.38,12.80%,14.50%,"₹146,167,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RSP,US,RSP,22.50,16.40%,0.38,12.80%,14.50%,"₹319,807,503",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MDT,US,MDT,22.50,16.40%,0.38,12.80%,14.50%,"₹121,680,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TFC,US,TFC,22.50,16.40%,0.38,12.80%,14.50%,"₹79,372,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PPL,US,PPL,22.50,16.40%,0.38,12.80%,14.50%,"₹404,400,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VOO,US,VOO,22.50,16.40%,0.38,12.80%,14.50%,"₹1,039,304,993",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PAYO,US,PAYO,7.10,16.40%,0.38,12.80%,14.50%,"₹10,650,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BITX,US,BITX,12.57,16.40%,0.38,12.80%,14.50%,"₹18,855,150",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ARM,US,ARM,22.50,16.40%,0.38,12.80%,14.50%,"₹407,820,007",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SRFM,US,SRFM,0.83,16.40%,0.38,12.80%,14.50%,"₹1,241,100",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CRDO,US,CRDO,22.50,16.40%,0.38,12.80%,14.50%,"₹339,974,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HST,US,HST,22.50,16.40%,0.38,12.80%,14.50%,"₹35,632,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OXY,US,OXY,22.50,16.40%,0.38,12.80%,14.50%,"₹79,919,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
XBI,US,XBI,22.50,16.40%,0.38,12.80%,14.50%,"₹233,812,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SLS,US,SLS,12.94,16.40%,0.38,12.80%,14.50%,"₹19,409,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PEP,US,PEP,22.50,16.40%,0.38,12.80%,14.50%,"₹203,940,010",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ALLO,US,ALLO,1.85,16.40%,0.38,12.80%,14.50%,"₹2,767,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IAUX,US,IAUX,1.35,16.40%,0.38,12.80%,14.50%,"₹2,025,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SPXU,US,SPXU,22.50,16.40%,0.38,12.80%,14.50%,"₹54,242,100",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PTEN,US,PTEN,9.56,16.40%,0.38,12.80%,14.50%,"₹14,347,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INHD,US,INHD,nan,16.40%,0.38,12.80%,14.50%,₹nan,52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UUUU,US,UUUU,12.66,16.40%,0.38,12.80%,14.50%,"₹18,997,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SCAG,US,SCAG,0.36,16.40%,0.38,12.80%,14.50%,"₹533,400",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VIVK,US,VIVK,0.23,16.40%,0.38,12.80%,14.50%,"₹339,450",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MOS,US,MOS,22.50,16.40%,0.38,12.80%,14.50%,"₹34,132,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AMZE,US,AMZE,nan,16.40%,0.38,12.80%,14.50%,₹nan,52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CNQ,US,CNQ,22.50,16.40%,0.38,12.80%,14.50%,"₹63,719,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CCO,US,CCO,2.40,16.40%,0.38,12.80%,14.50%,"₹3,607,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VXX,US,VXX,21.03,16.40%,0.38,12.80%,14.50%,"₹31,539,599",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VTRS,US,VTRS,16.53,16.40%,0.38,12.80%,14.50%,"₹24,795,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SH,US,SH,22.50,16.40%,0.38,12.80%,14.50%,"₹49,162,502",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AXTI,US,AXTI,22.50,16.40%,0.38,12.80%,14.50%,"₹79,740,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MDLN,US,MDLN,22.50,16.40%,0.38,12.80%,14.50%,"₹59,332,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BP,US,BP,22.50,16.40%,0.38,12.80%,14.50%,"₹61,642,502",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KMI,US,KMI,22.50,16.40%,0.38,12.80%,14.50%,"₹48,300,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BYAH,US,BYAH,0.46,16.40%,0.38,12.80%,14.50%,"₹684,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TXN,US,TXN,22.50,16.40%,0.38,12.80%,14.50%,"₹449,880,020",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SCHB,US,SCHB,22.50,16.40%,0.38,12.80%,14.50%,"₹43,702,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MDLZ,US,MDLZ,22.50,16.40%,0.38,12.80%,14.50%,"₹87,967,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PG,US,PG,22.50,16.40%,0.38,12.80%,14.50%,"₹222,195,007",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TME,US,TME,8.98,16.40%,0.38,12.80%,14.50%,"₹13,477,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HLN,US,HLN,9.77,16.40%,0.38,12.80%,14.50%,"₹14,662,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WDC,US,WDC,22.50,16.40%,0.38,12.80%,14.50%,"₹759,945,145",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RR,US,RR,1.71,16.40%,0.38,12.80%,14.50%,"₹2,557,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PTON,US,PTON,6.30,16.40%,0.38,12.80%,14.50%,"₹9,457,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KR,US,KR,22.50,16.40%,0.38,12.80%,14.50%,"₹86,310,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SURG,US,SURG,0.32,16.40%,0.38,12.80%,14.50%,"₹475,350",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
USB,US,USB,22.50,16.40%,0.38,12.80%,14.50%,"₹94,642,502",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ZETA,US,ZETA,22.44,16.40%,0.38,12.80%,14.50%,"₹33,667,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DXF,US,DXF,0.54,16.40%,0.38,12.80%,14.50%,"₹804,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KGC,US,KGC,22.50,16.40%,0.38,12.80%,14.50%,"₹35,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VWO,US,VWO,22.50,16.40%,0.38,12.80%,14.50%,"₹89,197,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LUCY,US,LUCY,0.84,16.40%,0.38,12.80%,14.50%,"₹1,252,800",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RMSG,US,RMSG,0.38,16.40%,0.38,12.80%,14.50%,"₹567,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NUAI,US,NUAI,4.34,16.40%,0.38,12.80%,14.50%,"₹6,502,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CVX,US,CVX,22.50,16.40%,0.38,12.80%,14.50%,"₹269,384,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ATAI,US,ATAI,5.43,16.40%,0.38,12.80%,14.50%,"₹8,152,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PSLV,US,PSLV,18.53,16.40%,0.38,12.80%,14.50%,"₹27,795,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ADT,US,ADT,6.79,16.40%,0.38,12.80%,14.50%,"₹10,190,400",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CHAI,US,CHAI,0.45,16.40%,0.38,12.80%,14.50%,"₹671,400",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VCIT,US,VCIT,22.50,16.40%,0.38,12.80%,14.50%,"₹122,872,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EXC,US,EXC,22.50,16.40%,0.38,12.80%,14.50%,"₹69,554,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PSKY,US,PSKY,9.16,16.40%,0.38,12.80%,14.50%,"₹13,747,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BKLN,US,BKLN,20.47,16.40%,0.38,12.80%,14.50%,"₹30,697,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
V,US,V,22.50,16.40%,0.38,12.80%,14.50%,"₹537,562,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HDB,US,HDB,22.50,16.40%,0.38,12.80%,14.50%,"₹39,487,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AVTR,US,AVTR,11.30,16.40%,0.38,12.80%,14.50%,"₹16,942,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DELL,US,DELL,22.50,16.40%,0.38,12.80%,14.50%,"₹601,410,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BMNU,US,BMNU,9.17,16.40%,0.38,12.80%,14.50%,"₹13,760,701",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KUST,US,KUST,1.29,16.40%,0.38,12.80%,14.50%,"₹1,942,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MRNA,US,MRNA,22.50,16.40%,0.38,12.80%,14.50%,"₹100,814,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ORLY,US,ORLY,22.50,16.40%,0.38,12.80%,14.50%,"₹125,872,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VSH,US,VSH,22.50,16.40%,0.38,12.80%,14.50%,"₹60,037,502",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CELH,US,CELH,22.50,16.40%,0.38,12.80%,14.50%,"₹45,675,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
APH,US,APH,22.50,16.40%,0.38,12.80%,14.50%,"₹235,980,011",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AES,US,AES,14.80,16.40%,0.38,12.80%,14.50%,"₹22,200,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GILD,US,GILD,22.50,16.40%,0.38,12.80%,14.50%,"₹198,165,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SCHG,US,SCHG,22.50,16.40%,0.38,12.80%,14.50%,"₹52,260,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FISV,US,FISV,22.50,16.40%,0.38,12.80%,14.50%,"₹75,659,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GOVT,US,GOVT,22.50,16.40%,0.38,12.80%,14.50%,"₹33,922,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FOXA,US,FOXA,22.50,16.40%,0.38,12.80%,14.50%,"₹83,385,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MUZ,US,MUZ,14.76,16.40%,0.38,12.80%,14.50%,"₹22,132,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AGG,US,AGG,22.50,16.40%,0.38,12.80%,14.50%,"₹147,308,556",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BKR,US,BKR,22.50,16.40%,0.38,12.80%,14.50%,"₹84,615,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NEM,US,NEM,22.50,16.40%,0.38,12.80%,14.50%,"₹142,785,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HAO,US,HAO,0.23,16.40%,0.38,12.80%,14.50%,"₹341,250",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BND,US,BND,22.50,16.40%,0.38,12.80%,14.50%,"₹109,267,502",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ET,US,ET,19.97,16.40%,0.38,12.80%,14.50%,"₹29,947,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AAPD,US,AAPD,10.69,16.40%,0.38,12.80%,14.50%,"₹16,042,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GOOGM,US,GOOGM,22.50,16.40%,0.38,12.80%,14.50%,"₹77,683,502",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JNJ,US,JNJ,22.50,16.40%,0.38,12.80%,14.50%,"₹372,532,494",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CLVT,US,CLVT,2.30,16.40%,0.38,12.80%,14.50%,"₹3,450,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PSQ,US,PSQ,22.50,16.40%,0.38,12.80%,14.50%,"₹38,640,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MVLL,US,MVLL,22.50,16.40%,0.38,12.80%,14.50%,"₹39,540,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ANET,US,ANET,22.50,16.40%,0.38,12.80%,14.50%,"₹255,089,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SAN,US,SAN,13.80,16.40%,0.38,12.80%,14.50%,"₹20,700,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OCGN,US,OCGN,1.42,16.40%,0.38,12.80%,14.50%,"₹2,137,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VUG,US,VUG,22.50,16.40%,0.38,12.80%,14.50%,"₹131,294,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MSFU,US,MSFU,22.50,16.40%,0.38,12.80%,14.50%,"₹37,192,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UAA,US,UAA,7.03,16.40%,0.38,12.80%,14.50%,"₹10,537,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PANW,US,PANW,22.50,16.40%,0.38,12.80%,14.50%,"₹532,050,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CVS,US,CVS,22.50,16.40%,0.38,12.80%,14.50%,"₹159,660,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KIDZ,US,KIDZ,0.61,16.40%,0.38,12.80%,14.50%,"₹918,900",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WU,US,WU,8.03,16.40%,0.38,12.80%,14.50%,"₹12,052,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SHOP,US,SHOP,22.50,16.40%,0.38,12.80%,14.50%,"₹186,697,495",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JD,US,JD,22.50,16.40%,0.38,12.80%,14.50%,"₹44,089,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CLOV,US,CLOV,4.67,16.40%,0.38,12.80%,14.50%,"₹7,005,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FPS,US,FPS,22.50,16.40%,0.38,12.80%,14.50%,"₹63,134,251",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PDD,US,PDD,22.50,16.40%,0.38,12.80%,14.50%,"₹129,615,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BJDX,US,BJDX,1.35,16.40%,0.38,12.80%,14.50%,"₹2,025,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CVE,US,CVE,22.50,16.40%,0.38,12.80%,14.50%,"₹40,597,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GM,US,GM,22.50,16.40%,0.38,12.80%,14.50%,"₹115,995,003",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
COIN,US,COIN,22.50,16.40%,0.38,12.80%,14.50%,"₹250,057,503",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PPCB,US,PPCB,1.60,16.40%,0.38,12.80%,14.50%,"₹2,400,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CBRG,US,CBRG,3.99,16.40%,0.38,12.80%,14.50%,"₹5,992,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NLY,US,NLY,22.50,16.40%,0.38,12.80%,14.50%,"₹35,122,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SATL,US,SATL,4.01,16.40%,0.38,12.80%,14.50%,"₹6,022,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ABBV,US,ABBV,22.50,16.40%,0.38,12.80%,14.50%,"₹370,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
XLY,US,XLY,22.50,16.40%,0.38,12.80%,14.50%,"₹176,272,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GLXY,US,GLXY,22.50,16.40%,0.38,12.80%,14.50%,"₹36,614,851",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FLEX,US,FLEX,22.50,16.40%,0.38,12.80%,14.50%,"₹189,862,495",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FAST,US,FAST,22.50,16.40%,0.38,12.80%,14.50%,"₹67,679,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BKNG,US,BKNG,22.50,16.40%,0.38,12.80%,14.50%,"₹271,860,008",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AIM,US,AIM,0.26,16.40%,0.38,12.80%,14.50%,"₹384,750",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VIAV,US,VIAV,22.50,16.40%,0.38,12.80%,14.50%,"₹59,550,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DAL,US,DAL,22.50,16.40%,0.38,12.80%,14.50%,"₹128,879,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NUVB,US,NUVB,5.86,16.40%,0.38,12.80%,14.50%,"₹8,782,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IMCC,US,IMCC,0.15,16.40%,0.38,12.80%,14.50%,"₹223,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GAP,US,GAP,20.49,16.40%,0.38,12.80%,14.50%,"₹30,727,501",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TSLQ,US,TSLQ,17.83,16.40%,0.38,12.80%,14.50%,"₹26,745,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ACI,US,ACI,22.50,16.40%,0.38,12.80%,14.50%,"₹815,699,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SCHF,US,SCHF,22.50,16.40%,0.38,12.80%,14.50%,"₹41,167,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GMM,US,GMM,3.28,16.40%,0.38,12.80%,14.50%,"₹4,917,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MO,US,MO,22.50,16.40%,0.38,12.80%,14.50%,"₹106,485,146",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
XLI,US,XLI,22.50,16.40%,0.38,12.80%,14.50%,"₹269,549,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NVDX,US,NVDX,18.35,16.40%,0.38,12.80%,14.50%,"₹27,532,499",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IBN,US,IBN,22.50,16.40%,0.38,12.80%,14.50%,"₹44,265,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STUB,US,STUB,10.65,16.40%,0.38,12.80%,14.50%,"₹15,982,500",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ADBE,US,ADBE,22.50,16.40%,0.38,12.80%,14.50%,"₹336,243,759",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
